supermario.nsf track=6 framerate=60

Square1(40)
time dur note vol
0.017 0.117 E4 11
0.150 0.117 C4 11
0.283 0.117 G3 11
0.417 0.117 E4 11
0.550 0.117 C4 11
0.683 0.117 G3 11
0.817 0.117 E4 11
0.950 0.050 E4 11
1.017 0.050 E4 11
1.083 0.117 E4 11
1.217 0.117 E4 11
1.350 0.117 E4 11
1.483 0.117 E4 11
1.617 0.117 F4 11
1.750 0.117 C#4 11
1.883 0.117 G#3 11
2.017 0.117 F4 11
2.150 0.117 C#4 11
2.283 0.117 G#3 11
2.417 0.117 F4 11
2.550 0.050 F4 11
2.617 0.050 F4 11
2.683 0.117 F4 11
2.817 0.117 F4 11
2.950 0.117 F4 11
3.083 0.117 F4 11
3.217 0.117 G4 11
3.350 0.117 D#4 11
3.483 0.117 A#3 11
3.617 0.117 G4 11
3.750 0.117 D#4 11
3.883 0.117 A#3 11
4.017 0.117 G4 11
4.150 0.050 G4 11
4.217 0.050 G4 11
4.283 0.117 G4 11
4.417 0.183 A4 11
4.617 0.183 A4 11
4.817 0.183 A4 11
5.017 1.050 B4 11

Square2(25)
time dur note vol
0.017 0.117 C5 11
0.150 0.117 G4 11
0.283 0.117 E4 11
0.417 0.117 C5 11
0.550 0.117 G4 11
0.683 0.117 E4 11
0.817 0.783 C5 11
1.617 0.117 C#5 11
1.750 0.117 G#4 11
1.883 0.117 F4 11
2.017 0.117 C#5 11
2.150 0.117 G#4 11
2.283 0.117 F4 11
2.417 0.783 C#5 11
3.217 0.117 D#5 11
3.350 0.117 A#4 11
3.483 0.117 G4 11
3.617 0.117 D#5 11
3.750 0.117 A#4 11
3.883 0.117 G4 11
4.017 0.383 D#5 11
4.417 0.183 F5 11
4.617 0.183 F5 11
4.817 0.183 F5 11
5.017 1.050 G5 11

Triangle(22)
time dur note vol
0.000 0.867 C4 15
0.933 0.200 C4 15
1.200 0.067 C4 15
1.333 0.067 C4 15
1.467 0.067 C4 15
1.600 0.867 C#4 15
2.533 0.200 C#4 15
2.800 0.067 C#4 15
2.933 0.067 C#4 15
3.067 0.067 C#4 15
3.200 0.067 A#4 15
3.333 0.067 G4 15
3.467 0.067 D#4 15
3.600 0.067 A#4 15
3.733 0.067 G4 15
3.867 0.067 D#4 15
4.000 0.067 A#4 15
4.133 0.200 A#4 15
4.400 0.067 C5 15
4.600 0.067 C5 15
4.800 0.067 C5 15
5.000 1.067 D5 15
