supermario.nsf track=5 framerate=60

Square1(54)
time dur note vol
0.000 0.017 G3 5
0.017 0.117 G3 3
0.133 0.017 C4 5
0.150 0.117 C4 3
0.267 0.017 E4 5
0.283 0.117 E4 3
0.400 0.017 G4 5
0.417 0.117 G4 3
0.533 0.017 C5 5
0.550 0.117 C5 3
0.667 0.017 E5 5
0.683 0.117 E5 3
0.800 0.017 G5 5
0.817 0.383 G5 3
1.200 0.017 E5 15
1.217 0.383 E5 3
1.600 0.017 G#3 15
1.617 0.117 G#3 3
1.733 0.017 C4 5
1.750 0.117 C4 3
1.867 0.017 D#4 5
1.883 0.117 D#4 3
2.000 0.017 G#4 5
2.017 0.117 G#4 3
2.133 0.017 C5 5
2.150 0.117 C5 3
2.267 0.017 D#5 5
2.283 0.117 D#5 3
2.400 0.017 G#5 5
2.417 0.383 G#5 3
2.800 0.017 D#5 15
2.817 0.383 D#5 3
3.200 0.017 A#3 15
3.217 0.117 A#3 3
3.333 0.017 D4 5
3.350 0.117 D4 3
3.467 0.017 F4 5
3.483 0.117 F4 3
3.600 0.017 A#4 5
3.617 0.117 A#4 3
3.733 0.017 D5 5
3.750 0.117 D5 3
3.867 0.017 F5 5
3.883 0.117 F5 3
4.000 0.017 A#5 5
4.017 0.383 A#5 3
4.400 0.017 A#5 15
4.417 0.117 A#5 3
4.533 0.017 A#5 5
4.550 0.117 A#5 3
4.667 0.017 A#5 5
4.683 0.117 A#5 3
4.800 0.017 E5 5
4.817 0.583 E5 3

Square2(44)
time dur note vol
0.133 0.017 E3 5
0.150 0.117 E3 3
0.267 0.017 G3 5
0.283 0.117 G3 3
0.400 0.017 C4 5
0.417 0.117 C4 3
0.533 0.017 E4 5
0.550 0.117 E4 3
0.667 0.017 G4 5
0.683 0.117 G4 3
0.800 0.017 C5 5
0.817 0.383 C5 3
1.200 0.017 G4 15
1.217 0.383 G4 3
1.733 0.017 D#3 15
1.750 0.117 D#3 3
1.867 0.017 G#3 5
1.883 0.117 G#3 3
2.000 0.017 C4 5
2.017 0.117 C4 3
2.133 0.017 D#4 5
2.150 0.117 D#4 3
2.267 0.017 G#4 5
2.283 0.117 G#4 3
2.400 0.017 C5 5
2.417 0.383 C5 3
2.800 0.017 G#4 15
2.817 0.383 G#4 3
3.333 0.017 F3 15
3.350 0.117 F3 3
3.467 0.017 A#3 5
3.483 0.117 A#3 3
3.600 0.017 D4 5
3.617 0.117 D4 3
3.733 0.017 F4 5
3.750 0.117 F4 3
3.867 0.017 A#4 5
3.883 0.117 A#4 3
4.000 0.017 D5 5
4.017 0.383 D5 3
4.400 0.017 D5 15
4.417 0.383 D5 3
4.800 0.017 C6 15
4.817 0.583 C6 3

Triangle(16)
time dur note vol
0.400 0.133 C4 15
0.533 0.133 E4 15
0.667 0.133 G4 15
0.800 0.400 E5 15
1.200 0.133 C5 15
2.000 0.133 C4 15
2.133 0.133 D#4 15
2.267 0.133 G#4 15
2.400 0.400 D#5 15
2.800 0.133 C5 15
3.600 0.133 D4 15
3.733 0.133 F4 15
3.867 0.133 A#4 15
4.000 0.400 F5 15
4.400 0.400 D5 15
4.800 0.600 C5 15
