supermario.nsf track=13 framerate=60

Square1(28)
time dur note vol
0.000 0.017 E3 5
0.017 0.083 E3 3
0.100 0.017 G#4 5
0.117 0.183 G#4 3
0.300 0.017 G#4 5
0.317 0.083 G#4 3
0.400 0.017 G#4 5
0.417 0.183 G#4 3
0.600 0.017 F3 5
0.617 0.083 F3 3
0.700 0.017 A4 5
0.717 0.183 A4 3
0.900 0.017 A4 5
0.917 0.083 A4 3
1.000 0.017 A4 5
1.017 0.183 A4 3
1.200 0.017 F#3 5
1.217 0.083 F#3 3
1.300 0.017 A#4 5
1.317 0.183 A#4 3
1.500 0.017 A#4 5
1.517 0.083 A#4 3
1.600 0.017 A#4 5
1.617 0.183 A#4 3
1.800 0.017 B4 5
1.817 0.083 B4 3
2.000 0.017 B4 5
2.017 0.650 B4 3

Square2(522)
time dur note vol
0.000 0.017 E4 5
0.017 0.083 E4 3
0.100 0.017 D5 5
0.117 0.083 D5 3
0.300 0.017 D5 5
0.317 0.083 D5 3
0.400 0.017 D5 5
0.417 0.083 D5 3
0.600 0.017 F4 5
0.617 0.083 F4 3
0.700 0.017 D#5 5
0.717 0.083 D#5 3
0.900 0.017 D#5 5
0.917 0.083 D#5 3
1.000 0.017 D#5 5
1.017 0.083 D#5 3
1.200 0.017 F#4 5
1.217 0.083 F#4 3
1.300 0.017 E5 5
1.317 0.083 E5 3
1.500 0.017 E5 5
1.517 0.083 E5 3
1.600 0.017 E5 5
1.617 0.083 E5 3
1.800 0.017 F5 5
1.817 0.083 F5 3
2.000 0.017 F5 5
2.017 0.650 F5 3
2.817 0.083 C4 8
2.917 0.083 C5 8
3.017 0.083 A3 8
3.117 0.083 A4 8
3.217 0.083 A#3 8
3.317 0.083 A#4 8
4.017 0.083 C4 8
4.117 0.083 C5 8
4.217 0.083 A3 8
4.317 0.083 A4 8
4.417 0.083 A#3 8
4.517 0.083 A#4 8
5.217 0.083 F3 8
5.317 0.083 F4 8
5.417 0.083 D3 8
5.517 0.083 D4 8
5.617 0.083 D#3 8
5.717 0.083 D#4 8
6.417 0.083 F3 8
6.517 0.083 F4 8
6.617 0.083 D3 8
6.717 0.083 D4 8
6.817 0.083 D#3 8
6.917 0.083 D#4 8
7.417 0.050 D#4 8
7.483 0.050 D4 8
7.550 0.050 C#4 8
7.617 0.117 C4 8
7.817 0.117 D#4 8
8.017 0.117 D4 8
8.217 0.117 G#3 8
8.417 0.117 G3 8
8.617 0.117 C#4 8
8.817 0.050 C4 8
8.883 0.050 F#4 8
8.950 0.050 F4 8
9.017 0.050 E4 8
9.083 0.050 A#4 8
9.150 0.050 A4 8
9.217 0.117 G#4 8
9.350 0.117 D#4 8
9.483 0.117 B3 8
9.617 0.117 A#3 8
9.750 0.117 A3 8
9.883 0.117 G#3 8
11.217 0.083 C4 8
11.317 0.083 C5 8
11.417 0.083 A3 8
11.517 0.083 A4 8
11.617 0.083 A#3 8
11.717 0.083 A#4 8
12.417 0.083 C4 8
12.517 0.083 C5 8
12.617 0.083 A3 8
12.717 0.083 A4 8
12.817 0.083 A#3 8
12.917 0.083 A#4 8
13.617 0.083 F3 8
13.717 0.083 F4 8
13.817 0.083 D3 8
13.917 0.083 D4 8
14.017 0.083 D#3 8
14.117 0.083 D#4 8
14.817 0.083 F3 8
14.917 0.083 F4 8
15.017 0.083 D3 8
15.117 0.083 D4 8
15.217 0.083 D#3 8
15.317 0.083 D#4 8
15.817 0.050 D#4 8
15.883 0.050 D4 8
15.950 0.050 C#4 8
16.017 0.117 C4 8
16.217 0.117 D#4 8
16.417 0.117 D4 8
16.617 0.117 G#3 8
16.817 0.117 G3 8
17.017 0.117 C#4 8
17.217 0.050 C4 8
17.283 0.050 F#4 8
17.350 0.050 F4 8
17.417 0.050 E4 8
17.483 0.050 A#4 8
17.550 0.050 A4 8
17.617 0.117 G#4 8
17.750 0.117 D#4 8
17.883 0.117 B3 8
18.017 0.117 A#3 8
18.150 0.117 A3 8
18.283 0.117 G#3 8
19.617 0.083 C4 8
19.717 0.083 C5 8
19.817 0.083 A3 8
19.917 0.083 A4 8
20.017 0.083 A#3 8
20.117 0.083 A#4 8
20.817 0.083 C4 8
20.917 0.083 C5 8
21.017 0.083 A3 8
21.117 0.083 A4 8
21.217 0.083 A#3 8
21.317 0.083 A#4 8
22.017 0.083 F3 8
22.117 0.083 F4 8
22.217 0.083 D3 8
22.317 0.083 D4 8
22.417 0.083 D#3 8
22.517 0.083 D#4 8
23.217 0.083 F3 8
23.317 0.083 F4 8
23.417 0.083 D3 8
23.517 0.083 D4 8
23.617 0.083 D#3 8
23.717 0.083 D#4 8
24.217 0.050 D#4 8
24.283 0.050 D4 8
24.350 0.050 C#4 8
24.417 0.117 C4 8
24.617 0.117 D#4 8
24.817 0.117 D4 8
25.017 0.117 G#3 8
25.217 0.117 G3 8
25.417 0.117 C#4 8
25.617 0.050 C4 8
25.683 0.050 F#4 8
25.750 0.050 F4 8
25.817 0.050 E4 8
25.883 0.050 A#4 8
25.950 0.050 A4 8
26.017 0.117 G#4 8
26.150 0.117 D#4 8
26.283 0.117 B3 8
26.417 0.117 A#3 8
26.550 0.117 A3 8
26.683 BEGIN_CYCLE
26.683 0.117 G#3 8
28.017 0.083 C4 8
28.117 0.083 C5 8
28.217 0.083 A3 8
28.317 0.083 A4 8
28.417 0.083 A#3 8
28.517 0.083 A#4 8
29.217 0.083 C4 8
29.317 0.083 C5 8
29.417 0.083 A3 8
29.517 0.083 A4 8
29.617 0.083 A#3 8
29.717 0.083 A#4 8
30.417 0.083 F3 8
30.517 0.083 F4 8
30.617 0.083 D3 8
30.717 0.083 D4 8
30.817 0.083 D#3 8
30.917 0.083 D#4 8
31.617 0.083 F3 8
31.717 0.083 F4 8
31.817 0.083 D3 8
31.917 0.083 D4 8
32.017 0.083 D#3 8
32.117 0.083 D#4 8
32.617 0.050 D#4 8
32.683 0.050 D4 8
32.750 0.050 C#4 8
32.817 0.117 C4 8
33.017 0.117 D#4 8
33.217 0.117 D4 8
33.417 0.117 G#3 8
33.617 0.117 G3 8
33.817 0.117 C#4 8
34.017 0.050 C4 8
34.083 0.050 F#4 8
34.150 0.050 F4 8
34.217 0.050 E4 8
34.283 0.050 A#4 8
34.350 0.050 A4 8
34.417 0.117 G#4 8
34.550 0.117 D#4 8
34.683 0.117 B3 8
34.817 0.117 A#3 8
34.950 0.117 A3 8
35.083 0.117 G#3 8
36.417 0.083 C4 8
36.517 0.083 C5 8
36.617 0.083 A3 8
36.717 0.083 A4 8
36.817 0.083 A#3 8
36.917 0.083 A#4 8
37.617 0.083 C4 8
37.717 0.083 C5 8
37.817 0.083 A3 8
37.917 0.083 A4 8
38.017 0.083 A#3 8
38.117 0.083 A#4 8
38.817 0.083 F3 8
38.917 0.083 F4 8
39.017 0.083 D3 8
39.117 0.083 D4 8
