supermario.nsf track=8 framerate=60

Square1(16)
time dur note vol
0.000 0.017 E4 5
0.017 0.133 E4 3
0.450 0.017 C4 5
0.467 0.133 C4 3
0.900 0.017 G3 5
0.917 0.283 G3 3
1.200 0.017 F4 5
1.217 0.583 F4 3
1.800 0.017 F4 5
1.817 0.650 F4 3
2.700 0.017 E4 5
2.717 0.133 E4 3
2.850 0.017 D4 5
2.867 0.133 D4 3
3.000 0.017 E4 5
3.017 0.583 E4 3

Square2(20)
time dur note vol
0.000 0.017 C5 5
0.017 0.133 C5 3
0.450 0.017 G4 5
0.467 0.133 G4 3
0.900 0.017 E4 5
0.917 0.283 E4 3
1.200 0.017 A4 5
1.217 0.183 A4 3
1.400 0.017 B4 5
1.417 0.183 B4 3
1.600 0.017 A4 5
1.617 0.183 A4 3
1.800 0.017 G#4 5
1.817 0.283 G#4 3
2.100 0.017 A#4 5
2.117 0.283 A#4 3
2.400 0.017 G#4 5
2.417 0.283 G#4 3
2.700 0.017 G4 5
2.717 0.650 G4 3

Triangle(6)
time dur note vol
0.000 0.133 G4 15
0.450 0.133 E4 15
0.900 0.300 C4 15
1.200 0.600 F4 15
1.800 0.900 C#4 15
2.700 0.900 C4 15
