ducktales2.nsf track=16 framerate=60

Square1(501)
time dur note vol
0.600 0.600 C5 11
1.200 0.500 A4 11
1.700 0.200 G4 11
2.000 0.400 C5 11
2.400 0.200 A4 11
2.700 0.200 G4 11
3.000 0.100 C5 11
3.300 0.200 D5 11
3.600 0.400 E5 11
4.100 0.200 C5 11
4.400 0.100 G4 11
4.500 0.200 A4 11
4.700 0.200 C5 11
5.000 0.100 G4 11
5.100 0.200 A4 11
5.300 0.100 C5 11
5.400 0.200 D5 11
5.700 0.200 D5 11
6.000 0.200 D5 11
6.200 0.200 E5 11
6.500 0.200 C5 11
6.800 0.100 G4 11
6.900 0.200 A4 11
7.100 0.200 C5 11
7.400 0.100 G4 11
7.500 0.200 A4 11
7.700 0.100 C5 11
7.800 0.200 D5 11
8.100 0.200 D5 11
8.400 0.200 D5 11
8.600 0.200 E5 11
8.900 0.200 G5 11
9.200 0.100 G4 11
9.300 0.200 A4 11
9.500 0.200 C5 11
9.800 0.100 C5 11
9.900 0.200 D5 11
10.100 0.100 E5 11
10.200 0.500 D5 11
10.800 0.500 C5 11
11.300 0.200 E5 11
11.600 0.100 G4 11
11.700 0.200 A4 11
11.900 0.200 C5 11
12.200 0.100 G4 11
12.300 0.200 A4 11
12.500 0.100 C5 11
12.600 0.100 D5 11
12.900 0.200 D5 11
13.200 0.200 D5 11
13.400 0.200 E5 11
13.700 0.200 C5 11
14.000 0.100 G4 11
14.100 0.200 A4 11
14.300 0.200 C5 11
14.600 0.100 G4 11
14.700 0.200 A4 11
14.900 0.100 C5 11
15.000 0.100 D5 11
15.300 0.100 D5 11
15.600 0.300 D5 11
15.900 0.200 C5 11
16.100 0.200 E5 11
16.400 0.100 G4 11
16.500 0.200 A4 11
16.700 0.200 C5 11
17.000 0.100 G4 11
17.100 0.200 A4 11
17.300 0.100 C5 11
17.400 0.200 E5 11
17.700 0.200 E5 11
18.000 0.200 E5 11
18.200 0.200 F5 11
18.500 0.200 D5 11
18.800 0.100 G4 11
18.900 0.200 A4 11
19.100 0.200 C5 11
19.400 0.100 G4 11
19.500 0.200 A4 11
19.700 0.100 C5 11
19.800 0.100 E5 11
20.100 0.100 C5 11
20.400 0.200 D5 11
20.700 0.200 C5 11
21.000 0.100 E5 11
21.300 0.100 C5 11
21.600 0.200 D5 11
21.900 0.200 G5 11
22.200 0.100 E5 11
22.500 0.100 E5 11
22.800 0.100 E5 11
23.100 0.100 D5 11
23.400 0.200 E5 11
23.600 0.100 D5 11
23.900 0.900 C5 11
24.800 0.100 G4 11
24.900 0.200 A4 11
25.100 0.200 C5 11
25.400 0.100 G4 11
25.500 0.200 A4 11
25.700 0.200 C5 11
26.000 0.100 G4 11
26.100 0.100 A4 11
26.300 0.100 C5 11
26.600 0.100 G4 11
26.700 0.200 A4 11
26.900 0.100 C5 11
27.000 0.100 E5 11
27.300 0.100 E5 11
27.600 0.100 E5 11
27.900 0.100 E5 11
28.200 0.600 G5 11
28.800 0.200 A5 11
29.100 0.200 G5 11
29.400 0.600 C5 11
30.000 0.500 A4 11
30.500 0.200 G4 11
30.800 0.400 C5 11
31.200 0.200 A4 11
31.500 0.200 G4 11
31.800 0.100 C5 11
32.100 0.200 D5 11
32.400 0.400 E5 11
32.900 0.200 C5 11
33.200 0.100 G4 11
33.300 0.200 A4 11
33.500 0.200 C5 11
33.800 0.100 G4 11
33.900 0.200 A4 11
34.100 0.100 C5 11
34.200 0.200 D5 11
34.500 0.200 D5 11
34.800 0.200 D5 11
35.000 0.200 E5 11
35.300 0.200 C5 11
35.600 0.100 G4 11
35.700 0.200 A4 11
35.900 0.200 C5 11
36.200 0.100 G4 11
36.300 0.200 A4 11
36.500 0.100 C5 11
36.600 0.200 D5 11
36.900 0.200 D5 11
37.200 0.200 D5 11
37.400 0.200 E5 11
37.700 0.200 G5 11
38.000 0.100 G4 11
38.100 0.200 A4 11
38.300 0.200 C5 11
38.600 0.100 C5 11
