Jackal.nsf track=3 framerate=60
Square1(595)
time dur note vol
0.000 0.200 C4 8
0.200 0.400 E3 9
0.600 0.200 D4 7
0.800 0.400 E3 9
1.200 0.200 E4 7
1.400 0.400 E3 9
1.800 0.200 D4 7
2.000 0.400 E3 9
2.400 0.200 C4 8
2.600 0.400 E3 9
3.000 0.200 D4 7
3.200 0.400 E3 9
3.600 0.200 E4 7
3.800 0.400 E3 9
4.200 0.200 D4 7
4.400 0.400 E3 9
4.800 0.100 C4 7
4.900 0.100 B3 7
5.000 0.100 C4 7
5.100 0.600 A3 5
5.700 0.100 C4 4
5.800 0.100 E4 4
5.900 0.100 A4 4
6.000 0.100 D4 7
6.100 0.100 C4 7
6.200 0.100 D4 7
6.300 0.600 A3 5
6.900 0.100 D4 7
7.000 0.100 F#4 7
7.100 0.100 A4 7
7.200 0.400 C5 7
7.617 0.383 C5 1
8.000 0.100 E5 4
8.100 0.100 A4 4
8.200 0.100 C5 4
8.300 0.100 G4 4
8.400 0.100 A4 4
8.500 0.300 F#4 4
8.800 0.100 D4 4
8.900 0.100 F#4 4
9.000 0.100 D4 4
9.100 0.100 A4 4
9.200 0.100 F#4 4
9.300 0.100 A4 4
9.400 0.100 D5 4
9.500 0.100 A4 4
9.600 0.100 C4 7
9.700 0.100 B3 7
9.800 0.100 C4 7
9.900 0.600 A3 5
10.500 0.100 C4 4
10.600 0.100 E4 4
10.700 0.100 A4 4
10.800 0.100 D4 7
10.900 0.100 C4 7
11.000 0.100 D4 7
11.100 0.600 A3 5
11.700 0.100 D4 7
11.800 0.100 F#4 7
11.900 0.100 A4 7
12.000 0.400 C5 7
12.417 0.383 C5 1
12.800 0.100 E5 4
12.900 0.100 A4 4
13.000 0.100 C5 4
13.100 0.100 G4 4
13.200 0.600 D4 7
13.800 0.300 E4 7
14.100 0.300 F#4 7
14.400 0.100 E4 7
14.500 0.100 D4 7
14.600 0.100 E4 7
14.700 0.600 B3 7
15.300 0.100 A3 7
15.400 0.100 C4 7
15.500 0.100 A3 7
15.600 0.300 G3 10
15.900 0.200 C4 4
16.100 0.100 E4 4
16.200 0.300 A3 10
16.500 0.200 E4 4
16.700 0.100 F#4 4
16.800 0.100 E4 7
16.900 0.100 D4 7
17.000 0.100 E4 7
17.100 0.600 B3 7
17.700 0.100 A3 7
17.800 0.100 C4 7
17.900 0.100 A3 7
18.000 0.300 G3 10
18.300 0.200 G4 4
18.500 0.100 E4 4
18.600 0.300 A3 10
18.900 0.200 A4 4
19.100 0.100 F#4 4
19.200 0.100 E4 7
19.300 0.100 D4 7
19.400 0.100 E4 7
19.500 0.600 B3 7
20.100 0.100 A3 7
20.200 0.100 C4 7
20.300 0.100 A3 7
20.400 0.300 G3 10
20.700 0.300 G4 4
21.000 0.300 A3 10
21.300 0.300 A4 4
21.600 0.100 E4 7
21.700 0.100 D4 7
21.800 0.100 E4 7
21.900 0.500 B3 7
22.400 0.100 D4 7
22.500 0.100 E4 7
22.600 0.100 D4 7
22.700 0.100 E4 7
22.800 0.300 C4 7
23.100 0.300 F#4 7
23.400 0.300 E4 7
23.700 0.300 D4 7
24.000 0.117 C4 8
24.133 0.167 C4 1
24.300 0.717 D4 5
25.033 0.167 D4 1
25.200 0.300 E4 5
25.500 0.600 F#4 5
26.100 0.117 A3 8
26.233 0.167 A3 1
26.400 0.300 C4 5
26.700 0.717 D4 5
27.433 0.067 D4 1
27.500 0.100 E4 8
27.600 0.100 F#4 5
27.700 0.100 D4 15
27.800 0.100 F#4 15
27.900 0.717 A4 15
28.633 0.167 A4 1
28.800 0.300 C5 5
29.100 0.900 D5 5
30.000 0.300 E5 15
30.300 0.400 F#5 5
30.717 0.183 F#5 15
30.900 0.100 A4 8
31.000 0.100 C5 8
31.100 0.100 D5 8
31.200 0.250 A5 2
31.450 0.100 F#5 15
31.550 0.100 D5 15
31.650 0.100 A4 15
31.750 0.100 F#4 15
31.850 0.100 D4 15
31.950 0.100 A3 15
32.050 0.100 D4 15
32.150 0.100 F#4 15
32.250 0.100 D5 15
32.350 0.100 F#5 15
32.450 0.100 D5 15
32.550 0.100 G#5 15
32.650 0.100 E5 15
32.750 0.100 B4 15
32.850 0.100 G#4 15
32.950 0.100 E4 15
33.050 0.100 B3 15
33.150 0.100 G#3 15
33.250 0.100 B3 15
33.350 0.100 E4 15
33.450 0.100 G#4 15
33.550 0.050 B4 15
33.600 0.200 C4 8
33.800 0.400 E3 9
34.200 0.200 D4 7
34.400 0.400 E3 9
34.800 0.200 E4 7
35.000 0.400 E3 9
35.400 0.200 D4 7
35.600 0.400 E3 9
36.000 0.200 C4 8
36.200 0.400 E3 9
36.600 0.200 D4 7
36.800 0.400 E3 9
37.200 0.200 E4 7
37.400 0.400 E3 9
37.800 0.200 D4 7
38.000 0.400 E3 9
38.400 0.100 C4 7
38.500 0.100 B3 7
38.600 0.100 C4 7
38.700 0.600 A3 5
39.300 0.100 C4 4
39.400 0.100 E4 4
39.500 0.100 A4 4
39.600 0.100 D4 7
39.700 0.100 C4 7
39.800 0.100 D4 7
39.900 0.600 A3 5
40.500 0.100 D4 7
40.600 0.100 F#4 7
40.700 0.100 A4 7
40.800 0.400 C5 7
41.217 0.383 C5 1
41.600 0.100 E5 4
41.700 0.100 A4 4
41.800 0.100 C5 4
41.900 0.100 G4 4
42.000 0.100 A4 4
42.100 0.300 F#4 4
42.400 0.100 D4 4
42.500 0.100 F#4 4
42.600 0.100 D4 4
42.700 0.100 A4 4
42.800 0.100 F#4 4
42.900 0.100 A4 4
43.000 0.100 D5 4
43.100 0.100 A4 4
43.200 0.100 C4 7
43.300 0.100 B3 7
43.400 0.100 C4 7
43.500 0.600 A3 5
44.100 0.100 C4 4
44.200 0.100 E4 4
44.300 0.100 A4 4
44.400 0.100 D4 7
44.500 0.100 C4 7
44.600 0.100 D4 7
44.700 0.600 A3 5
45.300 0.100 D4 7
45.400 0.100 F#4 7
45.500 0.100 A4 7
45.600 0.400 C5 7
46.017 0.383 C5 1
46.400 0.100 E5 4
46.500 0.100 A4 4
46.600 0.100 C5 4
46.700 0.100 G4 4
46.800 0.600 D4 7
47.400 0.300 E4 7
47.700 0.300 F#4 7
48.000 0.100 E4 7
48.100 0.100 D4 7
48.200 0.100 E4 7
48.300 0.600 B3 7
48.900 0.100 A3 7
49.000 0.100 C4 7
49.100 0.100 A3 7
49.200 0.300 G3 10
49.500 0.200 C4 4
49.700 0.100 E4 4
49.800 0.300 A3 10
50.100 0.200 E4 4
50.300 0.100 F#4 4
50.400 0.100 E4 7
50.500 0.100 D4 7
50.600 0.100 E4 7
50.700 0.600 B3 7
51.300 0.100 A3 7
51.400 0.100 C4 7
51.500 0.100 A3 7
51.600 0.300 G3 10
51.900 0.200 G4 4
52.100 0.100 E4 4
52.200 0.300 A3 10
52.500 0.200 A4 4
52.700 0.100 F#4 4
52.800 0.100 E4 7
52.900 0.100 D4 7
53.000 0.100 E4 7
53.100 0.600 B3 7
53.700 0.100 A3 7
53.800 0.100 C4 7
53.900 0.100 A3 7
54.000 0.300 G3 10
54.300 0.300 G4 4
54.600 0.300 A3 10
54.900 0.300 A4 4
55.200 0.100 E4 7
55.300 0.100 D4 7
55.400 0.100 E4 7
55.500 0.500 B3 7
56.000 0.100 D4 7
56.100 0.100 E4 7
56.200 0.100 D4 7
56.300 0.100 E4 7
56.400 0.300 C4 7
56.700 0.300 F#4 7
57.000 0.300 E4 7
57.300 0.300 D4 7
57.600 0.117 C4 8
57.733 0.167 C4 1
57.900 0.717 D4 5
58.633 0.167 D4 1
58.800 0.300 E4 5
59.100 0.600 F#4 5
59.700 0.117 A3 8
59.833 0.167 A3 1
60.000 0.300 C4 5
60.300 0.717 D4 5
61.033 0.067 D4 1
61.100 0.100 E4 8
61.200 0.100 F#4 5
61.300 0.100 D4 15
61.400 0.100 F#4 15
61.500 0.717 A4 15
62.233 0.167 A4 1
62.400 0.300 C5 5
62.700 0.900 D5 5
63.600 0.300 E5 15
63.900 0.400 F#5 5
64.317 0.183 F#5 15
64.500 0.100 A4 8
64.600 0.100 C5 8
64.700 0.100 D5 8
64.800 0.250 A5 2
65.050 0.100 F#5 15
65.150 0.100 D5 15
65.250 0.100 A4 15
65.350 0.100 F#4 15
65.450 0.100 D4 15
65.550 0.100 A3 15
65.650 0.100 D4 15
65.750 0.100 F#4 15
65.850 0.100 D5 15
65.950 0.100 F#5 15
66.050 0.100 D5 15
66.150 0.100 G#5 15
66.250 0.100 E5 15
66.350 0.100 B4 15
66.450 0.100 G#4 15
66.550 0.100 E4 15
66.650 0.100 B3 15
66.750 0.100 G#3 15
66.850 0.100 B3 15
66.950 0.100 E4 15
67.050 0.100 G#4 15
67.150 0.050 B4 15
